experiment,family,model,score,hyperparameters,threshold_source,data_split,metric_split,n_samples,n_id,n_ood,auroc,aupr,fpr95,threshold,f1,precision,recall,tpr,fpr,accuracy,balanced_accuracy,tn,fp,fn,tp,fit_seconds,score_seconds,model_key,model_source,near_ood_percent,near_ood_ratio,near_ood_count,far_ood_count,ood_total,sampling_seed
experiment3_near_ood_ratio,Distance/support/density,kNN distance,mean_knn_distance,"k=1, distance=cosine, threshold_percentile=95",validation_best_f1,eval,Near-OOD-ratio-030pct,4122,1984,2138,0.952487297821298,0.9609891893915078,0.26411290322580644,0.03517472743988037,0.868127147766323,0.8026211278792693,0.9452759588400375,0.9452759588400375,0.2505040322580645,0.8510431829209122,0.8473859632909865,1487,497,117,2021,0.03856900008395314,0.7810466671362519,knn,loaded,30,0.3,641,1497,2138,77
experiment3_near_ood_ratio,Distance/support/density,kNN distance,mean_knn_distance,"k=1, distance=cosine, threshold_percentile=95",validation_best_f1,eval,Near-OOD-ratio-040pct,4122,1984,2138,0.9365381423700172,0.9463659291130484,0.3563508064516129,0.03517472743988037,0.8570808935155064,0.7990295188030732,0.9242282507015903,0.9242282507015903,0.2505040322580645,0.8401261523532266,0.836862109221763,1487,497,162,1976,0.03856900008395314,0.7810466671362519,knn,loaded,40,0.4,855,1283,2138,77
experiment3_near_ood_ratio,Distance/support/density,kNN distance,mean_knn_distance,"k=1, distance=cosine, threshold_percentile=95",validation_best_f1,eval,Near-OOD-ratio-050pct,4122,1984,2138,0.9233333459066356,0.9332002421217912,0.3860887096774194,0.03517472743988037,0.8498472282845919,0.796644844517185,0.9106641721234799,0.9106641721234799,0.2505040322580645,0.8330907326540514,0.8300800699327078,1487,497,191,1947,0.03856900008395314,0.7810466671362519,knn,loaded,50,0.5,1069,1069,2138,77
experiment3_near_ood_ratio,Distance/support/density,kNN distance,mean_knn_distance,"k=1, distance=cosine, threshold_percentile=95",validation_best_f1,eval,Near-OOD-ratio-060pct,4122,1984,2138,0.9093986692416791,0.918171639828938,0.41381048387096775,0.03517472743988037,0.8399735857362975,0.7933471933471934,0.892422825070159,0.892422825070159,0.2505040322580645,0.8236293061620572,0.8209593964060473,1487,497,230,1908,0.03856900008395314,0.7810466671362519,knn,loaded,60,0.6,1283,855,2138,77
experiment3_near_ood_ratio,Distance/support/density,kNN distance,mean_knn_distance,"k=1, distance=cosine, threshold_percentile=95",validation_best_f1,eval,Near-OOD-ratio-070pct,4122,1984,2138,0.8952994394821812,0.9014609492691532,0.4329637096774194,0.03517472743988037,0.8294091514882275,0.7897631133671743,0.8732460243217961,0.8732460243217961,0.2505040322580645,0.8136826783114993,0.8113709960318658,1487,497,271,1867,0.03856900008395314,0.7810466671362519,knn,loaded,70,0.7,1497,641,2138,77
experiment3_near_ood_ratio,Distance/support/density,kNN distance,mean_knn_distance,"k=1, distance=cosine, threshold_percentile=95",validation_best_f1,eval,Near-OOD-ratio-080pct,4122,1984,2138,0.8808977432179608,0.8825248678757278,0.4495967741935484,0.03517472743988037,0.8183856502242153,0.7859603789836348,0.853601496725912,0.853601496725912,0.2505040322580645,0.8034934497816594,0.8015487322339238,1487,497,313,1825,0.03856900008395314,0.7810466671362519,knn,loaded,80,0.8,1710,428,2138,77
experiment3_near_ood_ratio,Distance/support/density,kNN distance,mean_knn_distance,"k=1, distance=cosine, threshold_percentile=95",validation_best_f1,eval,Near-OOD-ratio-090pct,4122,1984,2138,0.8675109482030237,0.861199628739504,0.47026209677419356,0.03517472743988037,0.8090395480225989,0.7826847398338435,0.8372310570626754,0.8372310570626754,0.2505040322580645,0.7950024260067928,0.7933635124023055,1487,497,348,1790,0.03856900008395314,0.7810466671362519,knn,loaded,90,0.9,1924,214,2138,77
experiment3_near_ood_ratio,Distance/support/density,kNN distance,mean_knn_distance,"k=1, distance=cosine, threshold_percentile=95",validation_best_f1,eval,Near-OOD-ratio-100pct,4122,1984,2138,0.8537460111198285,0.8288112166342576,0.4788306451612903,0.03517472743988037,0.7995444191343963,0.7793072824156305,0.8208606173994387,0.8208606173994387,0.2505040322580645,0.7865114022319263,0.7851782925706872,1487,497,383,1755,0.03856900008395314,0.7810466671362519,knn,loaded,100,1.0,2138,0,2138,77
experiment3_near_ood_ratio,Distance/support/density,Global Mahalanobis,global_mahalanobis,"LedoitWolf shrinkage, threshold_percentile=95",validation_best_f1,eval,Near-OOD-ratio-000pct,4122,1984,2138,0.9992847362624099,0.9993047573187639,0.0020161290322580645,18.77642822265625,0.8512840931714115,0.7410745233968804,1.0,1.0,0.37651209677419356,0.8187772925764192,0.8117439516129032,1237,747,0,2138,0.0033883750438690186,1.8337604170665145,global_mahalanobis,loaded,0,0.0,0,2138,2138,77
experiment3_near_ood_ratio,Distance/support/density,Global Mahalanobis,global_mahalanobis,"LedoitWolf shrinkage, threshold_percentile=95",validation_best_f1,eval,Near-OOD-ratio-010pct,4122,1984,2138,0.9761619617369263,0.9832947454675343,0.14969758064516128,18.77642822265625,0.8390342052313883,0.736228813559322,0.9752104770813844,0.9752104770813844,0.37651209677419356,0.8059194565744784,0.7993491901535954,1237,747,53,2085,0.0033883750438690186,1.8337604170665145,global_mahalanobis,loaded,10,0.1,214,1924,2138,77
experiment3_near_ood_ratio,Distance/support/density,Global Mahalanobis,global_mahalanobis,"LedoitWolf shrinkage, threshold_percentile=95",validation_best_f1,eval,Near-OOD-ratio-020pct,4122,1984,2138,0.9572447210990072,0.9688336230553743,0.31502016129032256,18.77642822265625,0.8312740530686652,0.7331189710610932,0.9597754911131899,0.9597754911131899,0.37651209677419356,0.7979136341581756,0.7916316971694982,1237,747,86,2052,0.0033883750438690186,1.8337604170665145,global_mahalanobis,loaded,20,0.2,428,1710,2138,77
experiment3_near_ood_ratio,Distance/support/density,Global Mahalanobis,global_mahalanobis,"LedoitWolf shrinkage, threshold_percentile=95",validation_best_f1,eval,Near-OOD-ratio-030pct,4122,1984,2138,0.9378491448897069,0.9531520088054148,0.4117943548387097,18.77642822265625,0.8212461695607763,0.7290533188248096,0.9401309635173059,0.9401309635173059,0.37651209677419356,0.7877244056283358,0.7818094333715562,1237,747,128,2010,0.0033883750438690186,1.8337604170665145,global_mahalanobis,loaded,30,0.3,641,1497,2138,77
experiment3_near_ood_ratio,Distance/support/density,Global Mahalanobis,global_mahalanobis,"LedoitWolf shrinkage, threshold_percentile=95",validation_best_f1,eval,Near-OOD-ratio-040pct,4122,1984,2138,0.9148159551434866,0.9338831915384412,0.47076612903225806,18.77642822265625,0.8078512396694215,0.7235381199111769,0.9144059869036483,0.9144059869036483,0.37651209677419356,0.7743813682678311,0.7689469450647274,1237,747,183,1955,0.0033883750438690186,1.8337604170665145,global_mahalanobis,loaded,40,0.4,855,1283,2138,77
experiment3_near_ood_ratio,Distance/support/density,Global Mahalanobis,global_mahalanobis,"LedoitWolf shrinkage, threshold_percentile=95",validation_best_f1,eval,Near-OOD-ratio-050pct,4122,1984,2138,0.8958793830532001,0.916473917603894,0.5120967741935484,18.77642822265625,0.7999168053244592,0.7202247191011236,0.8994387277829747,0.8994387277829747,0.37651209677419356,0.7666181465308103,0.7614633155043906,1237,747,215,1923,0.0033883750438690186,1.8337604170665145,global_mahalanobis,loaded,50,0.5,1069,1069,2138,77
experiment3_near_ood_ratio,Distance/support/density,Global Mahalanobis,global_mahalanobis,"LedoitWolf shrinkage, threshold_percentile=95",validation_best_f1,eval,Near-OOD-ratio-060pct,4122,1984,2138,0.8763864423338061,0.8970695145735867,0.5408266129032258,18.77642822265625,0.7911166980934423,0.7165085388994308,0.883068288119738,0.883068288119738,0.37651209677419356,0.7581271227559437,0.7532780956727723,1237,747,250,1888,0.0033883750438690186,1.8337604170665145,global_mahalanobis,loaded,60,0.6,1283,855,2138,77
experiment3_near_ood_ratio,Distance/support/density,Global Mahalanobis,global_mahalanobis,"LedoitWolf shrinkage, threshold_percentile=95",validation_best_f1,eval,Near-OOD-ratio-070pct,4122,1984,2138,0.8559548653022119,0.8750285484302172,0.5554435483870968,18.77642822265625,0.7785774767146486,0.7111368909512761,0.8601496725912068,0.8601496725912068,0.37651209677419356,0.7462396894711305,0.7418187879085066,1237,747,299,1839,0.0033883750438690186,1.8337604170665145,global_mahalanobis,loaded,70,0.7,1497,641,2138,77
experiment3_near_ood_ratio,Distance/support/density,Global Mahalanobis,global_mahalanobis,"LedoitWolf shrinkage, threshold_percentile=95",validation_best_f1,eval,Near-OOD-ratio-080pct,4122,1984,2138,0.8360915622453908,0.8505721278318601,0.5801411290322581,18.77642822265625,0.7676206749252457,0.7063679245283019,0.8405051449953227,0.8405051449953227,0.37651209677419356,0.7360504609412907,0.7319965241105646,1237,747,341,1797,0.0033883750438690186,1.8337604170665145,global_mahalanobis,loaded,80,0.8,1710,428,2138,77
