experiment,family,model,score,hyperparameters,threshold_source,data_split,metric_split,n_samples,n_id,n_ood,auroc,aupr,fpr95,threshold,f1,precision,recall,tpr,fpr,accuracy,balanced_accuracy,tn,fp,fn,tp,fit_seconds,model_key,validation_selection_metric,validation_selection_group,validation_selected_model_key,validation_selected_hyperparameters,validation_selected_score,validation_selection_rank,is_validation_selected,score_seconds
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=1.0",validation_best_f1,eval,Far-OOD,6685,1984,4701,0.9969124405582888,0.998677963159399,0.005040322580645161,-0.020622622221708298,0.9772395072040092,0.9596063153578019,0.9955328653477984,0.9955328653477984,0.09929435483870967,0.9673896783844428,0.9481192552545443,1787,197,21,4680,0.48175279097631574,ocsvm_nu0_03_gamma1_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_best_f1,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.9416859122401847,33,False,0.5892088338732719
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=5.0",train_id95,validation,Overall,2209,496,1713,0.9391395024763196,0.983339028650527,0.4213709677419355,0.0001113369144150056,0.9256148770245951,0.9518815545959285,0.900758902510216,0.900758902510216,0.15725806451612903,0.8877320054323223,0.8717504189970435,418,78,170,1543,1.0892828749492764,ocsvm_nu0_03_gamma5_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | train_id95,ocsvm_nu0_5_gamma30_0,"kernel=rbf, nu=0.5, gamma=30.0",0.9403973509933775,8,False,
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=5.0",train_id95,validation,Near-OOD,1029,496,533,0.8066256127821825,0.821166480614727,0.7741935483870968,0.0001113369144150056,0.7453798767967146,0.8231292517006803,0.6810506566604128,0.6810506566604128,0.15725806451612903,0.7589893100097181,0.7618962960721418,418,78,170,363,1.0892828749492764,ocsvm_nu0_03_gamma5_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | train_id95,ocsvm_nu0_5_gamma30_0,"kernel=rbf, nu=0.5, gamma=30.0",0.9403973509933775,8,False,
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=5.0",train_id95,validation,Far-OOD,1676,496,1180,0.9989953526517222,0.9995692454032452,0.006048387096774193,0.0001113369144150056,0.9680065627563577,0.9379968203497615,1.0,1.0,0.15725806451612903,0.9534606205250596,0.9213709677419355,418,78,0,1180,1.0892828749492764,ocsvm_nu0_03_gamma5_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | train_id95,ocsvm_nu0_5_gamma30_0,"kernel=rbf, nu=0.5, gamma=30.0",0.9403973509933775,8,False,
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=5.0",train_id95,eval,Overall,8823,1984,6839,0.937257601682004,0.9824442558242155,0.4470766129032258,0.0001113369144150056,0.9204410011918951,0.9381928625664389,0.9033484427547888,0.9033484427547888,0.20514112903225806,0.8789527371642298,0.8491036568612653,1577,407,661,6178,1.0892828749492764,ocsvm_nu0_03_gamma5_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | train_id95,ocsvm_nu0_5_gamma30_0,"kernel=rbf, nu=0.5, gamma=30.0",0.9403973509933775,8,False,1.653548666741699
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=5.0",train_id95,eval,Near-OOD,4122,1984,2138,0.8034210541205227,0.8063600067130003,0.7167338709677419,0.0001113369144150056,0.7344604674291397,0.7839702760084926,0.6908325537885874,0.6908325537885874,0.20514112903225806,0.7409024745269287,0.7428457123781647,1577,407,661,1477,1.0892828749492764,ocsvm_nu0_03_gamma5_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | train_id95,ocsvm_nu0_5_gamma30_0,"kernel=rbf, nu=0.5, gamma=30.0",0.9403973509933775,8,False,1.653548666741699
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=5.0",train_id95,eval,Far-OOD,6685,1984,4701,0.9981260421598699,0.9990841524688411,0.007560483870967742,0.0001113369144150056,0.9585074931185645,0.9203210649960846,1.0,1.0,0.20514112903225806,0.9391174270755422,0.897429435483871,1577,407,0,4701,1.0892828749492764,ocsvm_nu0_03_gamma5_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | train_id95,ocsvm_nu0_5_gamma30_0,"kernel=rbf, nu=0.5, gamma=30.0",0.9403973509933775,8,False,1.653548666741699
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=5.0",validation_id95,validation,Overall,2209,496,1713,0.9391395024763196,0.983339028650527,0.4213709677419355,0.2229294776916504,0.8765352294764059,0.9818971759594497,0.7915936952714536,0.7915936952714536,0.05040322580645161,0.8270710728836578,0.870595234732501,471,25,357,1356,1.0892828749492764,ocsvm_nu0_03_gamma5_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_id95,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.8855402372555307,15,False,
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=5.0",validation_id95,validation,Near-OOD,1029,496,533,0.8066256127821825,0.821166480614727,0.7741935483870968,0.2229294776916504,0.4878048780487805,0.8780487804878049,0.33771106941838647,0.33771106941838647,0.05040322580645161,0.6326530612244898,0.6436539218059674,471,25,353,180,1.0892828749492764,ocsvm_nu0_03_gamma5_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_id95,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.8855402372555307,15,False,
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=5.0",validation_id95,validation,Far-OOD,1676,496,1180,0.9989953526517222,0.9995692454032452,0.006048387096774193,0.2229294776916504,0.9878202435951281,0.9791840133222315,0.9966101694915255,0.9966101694915255,0.05040322580645161,0.9826968973747017,0.9731034718425369,471,25,4,1176,1.0892828749492764,ocsvm_nu0_03_gamma5_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_id95,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.8855402372555307,15,False,
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=5.0",validation_id95,eval,Overall,8823,1984,6839,0.937257601682004,0.9824442558242155,0.4470766129032258,0.2229294776916504,0.8787144702842378,0.9812443642921551,0.7955841497294927,0.7955841497294927,0.05241935483870968,0.8297631191204805,0.8715823974453916,1880,104,1398,5441,1.0892828749492764,ocsvm_nu0_03_gamma5_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_id95,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.8855402372555307,15,False,1.653548666741699
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=5.0",validation_id95,eval,Near-OOD,4122,1984,2138,0.8034210541205227,0.8063600067130003,0.7167338709677419,0.2229294776916504,0.5028380634390651,0.8786464410735122,0.3521983161833489,0.3521983161833489,0.05241935483870968,0.638767588549248,0.6498894806723197,1880,104,1385,753,1.0892828749492764,ocsvm_nu0_03_gamma5_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_id95,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.8855402372555307,15,False,1.653548666741699
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=5.0",validation_id95,eval,Far-OOD,6685,1984,4701,0.9981260421598699,0.9990841524688411,0.007560483870967742,0.2229294776916504,0.9876751290424524,0.9782971619365609,0.9972346309295894,0.9972346309295894,0.05241935483870968,0.9824981301421092,0.9724076380454398,1880,104,13,4688,1.0892828749492764,ocsvm_nu0_03_gamma5_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_id95,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.8855402372555307,15,False,1.653548666741699
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=5.0",validation_best_f1,validation,Overall,2209,496,1713,0.9391395024763196,0.983339028650527,0.4213709677419355,-0.028519079089164734,0.926056338028169,0.9309734513274336,0.9211908931698775,0.9211908931698775,0.23588709677419356,0.885921231326392,0.8426518981978419,379,117,135,1578,1.0892828749492764,ocsvm_nu0_03_gamma5_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_best_f1,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.9416859122401847,19,False,
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=5.0",validation_best_f1,validation,Near-OOD,1029,496,533,0.8066256127821825,0.821166480614727,0.7741935483870968,-0.028519079089164734,0.7595419847328244,0.7728155339805826,0.7467166979362101,0.7467166979362101,0.23588709677419356,0.7551020408163265,0.7554148005810083,379,117,135,398,1.0892828749492764,ocsvm_nu0_03_gamma5_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_best_f1,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.9416859122401847,19,False,
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=5.0",validation_best_f1,validation,Far-OOD,1676,496,1180,0.9989953526517222,0.9995692454032452,0.006048387096774193,-0.028519079089164734,0.9527654420670165,0.9097918272937549,1.0,1.0,0.23588709677419356,0.9301909307875895,0.8820564516129032,379,117,0,1180,1.0892828749492764,ocsvm_nu0_03_gamma5_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_best_f1,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.9416859122401847,19,False,
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=5.0",validation_best_f1,eval,Overall,8823,1984,6839,0.937257601682004,0.9824442558242155,0.4470766129032258,-0.028519079089164734,0.9196696147942401,0.9194679918152587,0.9198713262172832,0.9198713262172832,0.2777217741935484,0.8754391930182478,0.8210747760118674,1433,551,548,6291,1.0892828749492764,ocsvm_nu0_03_gamma5_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_best_f1,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.9416859122401847,19,False,1.653548666741699
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=5.0",validation_best_f1,eval,Near-OOD,4122,1984,2138,0.8034210541205227,0.8063600067130003,0.7167338709677419,-0.028519079089164734,0.7431642907221313,0.7426436244745446,0.7436856875584659,0.7436856875584659,0.2777217741935484,0.7333818534691897,0.7329819566824587,1433,551,548,1590,1.0892828749492764,ocsvm_nu0_03_gamma5_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_best_f1,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.9416859122401847,19,False,1.653548666741699
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=5.0",validation_best_f1,eval,Far-OOD,6685,1984,4701,0.9981260421598699,0.9990841524688411,0.007560483870967742,-0.028519079089164734,0.9446398070933387,0.895087585681645,1.0,1.0,0.2777217741935484,0.9175766641735228,0.8611391129032258,1433,551,0,4701,1.0892828749492764,ocsvm_nu0_03_gamma5_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_best_f1,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.9416859122401847,19,False,1.653548666741699
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=10.0",train_id95,validation,Overall,2209,496,1713,0.9513633881324972,0.9862062780563141,0.2661290322580645,0.00021316931815817952,0.9370508766887037,0.9229898074745186,0.9515469935785172,0.9515469935785172,0.27419354838709675,0.9008601177003169,0.8386767225957102,360,136,83,1630,1.794656083919108,ocsvm_nu0_03_gamma10_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | train_id95,ocsvm_nu0_5_gamma30_0,"kernel=rbf, nu=0.5, gamma=30.0",0.9403973509933775,4,False,
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=10.0",train_id95,validation,Near-OOD,1029,496,533,0.8466380197300732,0.8439439047824278,0.6229838709677419,0.00021316931815817952,0.8042895442359249,0.7679180887372014,0.8442776735459663,0.8442776735459663,0.27419354838709675,0.7871720116618076,0.7850420625794348,360,136,83,450,1.794656083919108,ocsvm_nu0_03_gamma10_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | train_id95,ocsvm_nu0_5_gamma30_0,"kernel=rbf, nu=0.5, gamma=30.0",0.9403973509933775,4,False,
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=10.0",train_id95,validation,Far-OOD,1676,496,1180,0.9986673045379989,0.9994304227318521,0.010080645161290322,0.00021316931815817952,0.9455128205128205,0.8966565349544073,1.0,1.0,0.27419354838709675,0.918854415274463,0.8629032258064516,360,136,0,1180,1.794656083919108,ocsvm_nu0_03_gamma10_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | train_id95,ocsvm_nu0_5_gamma30_0,"kernel=rbf, nu=0.5, gamma=30.0",0.9403973509933775,4,False,
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=10.0",train_id95,eval,Overall,8823,1984,6839,0.9489462269290455,0.9851751156940246,0.31098790322580644,0.00021316931815817952,0.9307340759782919,0.9095603628750872,0.9529170931422722,0.9529170931422722,0.32661290322580644,0.890060070270883,0.8131520949582329,1336,648,322,6517,1.794656083919108,ocsvm_nu0_03_gamma10_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | train_id95,ocsvm_nu0_5_gamma30_0,"kernel=rbf, nu=0.5, gamma=30.0",0.9403973509933775,4,False,2.917277708183974
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=10.0",train_id95,eval,Near-OOD,4122,1984,2138,0.8418104895289539,0.826572294652382,0.5488911290322581,0.00021316931815817952,0.7892220773576706,0.737012987012987,0.8493919550982226,0.8493919550982226,0.32661290322580644,0.764677341096555,0.761389525936208,1336,648,322,1816,1.794656083919108,ocsvm_nu0_03_gamma10_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | train_id95,ocsvm_nu0_5_gamma30_0,"kernel=rbf, nu=0.5, gamma=30.0",0.9403973509933775,4,False,2.917277708183974
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=10.0",train_id95,eval,Far-OOD,6685,1984,4701,0.9976712230067728,0.9988829741985158,0.009072580645161291,0.00021316931815817952,0.9355223880597014,0.878855860908581,1.0,1.0,0.32661290322580644,0.9030665669409125,0.8366935483870968,1336,648,0,4701,1.794656083919108,ocsvm_nu0_03_gamma10_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | train_id95,ocsvm_nu0_5_gamma30_0,"kernel=rbf, nu=0.5, gamma=30.0",0.9403973509933775,4,False,2.917277708183974
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=10.0",validation_id95,validation,Overall,2209,496,1713,0.9513633881324972,0.9862062780563141,0.2661290322580645,0.19519799947738647,0.8812359188928227,0.9820659971305595,0.7991827203736136,0.7991827203736136,0.05040322580645161,0.8329560887279311,0.874389747283581,471,25,344,1369,1.794656083919108,ocsvm_nu0_03_gamma10_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_id95,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.8855402372555307,10,False,
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=10.0",validation_id95,validation,Near-OOD,1029,496,533,0.8466380197300732,0.8439439047824278,0.6229838709677419,0.19519799947738647,0.5139813581890812,0.8853211009174312,0.3621013133208255,0.3621013133208255,0.05040322580645161,0.6452866861030127,0.6558490437571869,471,25,340,193,1.794656083919108,ocsvm_nu0_03_gamma10_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_id95,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.8855402372555307,10,False,
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=10.0",validation_id95,validation,Far-OOD,1676,496,1180,0.9986673045379989,0.9994304227318521,0.010080645161290322,0.19519799947738647,0.9878202435951281,0.9791840133222315,0.9966101694915255,0.9966101694915255,0.05040322580645161,0.9826968973747017,0.9731034718425369,471,25,4,1176,1.794656083919108,ocsvm_nu0_03_gamma10_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_id95,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.8855402372555307,10,False,
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=10.0",validation_id95,eval,Overall,8823,1984,6839,0.9489462269290455,0.9851751156940246,0.31098790322580644,0.19519799947738647,0.881500563516342,0.9806555615260613,0.8005556367890042,0.8005556367890042,0.05443548387096774,0.8331633231327213,0.8730600764590182,1876,108,1364,5475,1.794656083919108,ocsvm_nu0_03_gamma10_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_id95,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.8855402372555307,10,False,2.917277708183974
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=10.0",validation_id95,eval,Near-OOD,4122,1984,2138,0.8418104895289539,0.826572294652382,0.5488911290322581,0.19519799947738647,0.5204216073781291,0.8797327394209354,0.3695042095416277,0.3695042095416277,0.05443548387096774,0.6467734109655507,0.65753436283533,1876,108,1348,790,1.794656083919108,ocsvm_nu0_03_gamma10_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_id95,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.8855402372555307,10,False,2.917277708183974
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=10.0",validation_id95,eval,Far-OOD,6685,1984,4701,0.9976712230067728,0.9988829741985158,0.009072580645161291,0.19519799947738647,0.9869391194438593,0.977467139578552,0.9965964688364178,0.9965964688364178,0.05443548387096774,0.981451009723261,0.971080492482725,1876,108,16,4685,1.794656083919108,ocsvm_nu0_03_gamma10_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_id95,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.8855402372555307,10,False,2.917277708183974
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=10.0",validation_best_f1,validation,Overall,2209,496,1713,0.9513633881324972,0.9862062780563141,0.2661290322580645,0.0026734499260783195,0.937517995968903,0.925,0.950379451255108,0.950379451255108,0.2661290322580645,0.901765504753282,0.8421252094985218,364,132,85,1628,1.794656083919108,ocsvm_nu0_03_gamma10_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_best_f1,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.9416859122401847,14,False,
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=10.0",validation_best_f1,validation,Near-OOD,1029,496,533,0.8466380197300732,0.8439439047824278,0.6229838709677419,0.0026734499260783195,0.8050314465408805,0.7724137931034483,0.8405253283302064,0.8405253283302064,0.2661290322580645,0.7891156462585034,0.787198148036071,364,132,85,448,1.794656083919108,ocsvm_nu0_03_gamma10_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_best_f1,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.9416859122401847,14,False,
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=10.0",validation_best_f1,validation,Far-OOD,1676,496,1180,0.9986673045379989,0.9994304227318521,0.010080645161290322,0.0026734499260783195,0.9470304975922953,0.899390243902439,1.0,1.0,0.2661290322580645,0.9212410501193318,0.8669354838709677,364,132,0,1180,1.794656083919108,ocsvm_nu0_03_gamma10_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_best_f1,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.9416859122401847,14,False,
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=10.0",validation_best_f1,eval,Overall,8823,1984,6839,0.9489462269290455,0.9851751156940246,0.31098790322580644,0.0026734499260783195,0.931328320802005,0.912573673870334,0.9508700102354145,0.9508700102354145,0.31401209677419356,0.8913068117420379,0.8184289567306104,1361,623,336,6503,1.794656083919108,ocsvm_nu0_03_gamma10_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_best_f1,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.9416859122401847,14,False,2.917277708183974
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=10.0",validation_best_f1,eval,Near-OOD,4122,1984,2138,0.8418104895289539,0.826572294652382,0.5488911290322581,0.0026734499260783195,0.7898312513697129,0.7430927835051546,0.842843779232928,0.842843779232928,0.31401209677419356,0.767345948568656,0.7644158412293672,1361,623,336,1802,1.794656083919108,ocsvm_nu0_03_gamma10_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_best_f1,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.9416859122401847,14,False,2.917277708183974
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=10.0",validation_best_f1,eval,Far-OOD,6685,1984,4701,0.9976712230067728,0.9988829741985158,0.009072580645161291,0.0026734499260783195,0.93785536159601,0.8829827197595793,1.0,1.0,0.31401209677419356,0.9068062827225131,0.8429939516129032,1361,623,0,4701,1.794656083919108,ocsvm_nu0_03_gamma10_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | validation_best_f1,ocsvm_nu0_05_gamma30_0,"kernel=rbf, nu=0.05, gamma=30.0",0.9416859122401847,14,False,2.917277708183974
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=30.0",train_id95,validation,Overall,2209,496,1713,0.9562512946537861,0.9870201486117384,0.24193548387096775,0.0002961725404020399,0.9173665673259279,0.8559150657229525,0.9883245767659078,0.9883245767659078,0.5745967741935484,0.8619284744228157,0.7068639012861797,211,285,20,1693,4.6582494168542325,ocsvm_nu0_03_gamma30_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | train_id95,ocsvm_nu0_5_gamma30_0,"kernel=rbf, nu=0.5, gamma=30.0",0.9403973509933775,16,False,
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=30.0",train_id95,validation,Near-OOD,1029,496,533,0.8645278551110573,0.8556579596516036,0.48185483870967744,0.0002961725404020399,0.7708489857250188,0.6428571428571429,0.9624765478424016,0.9624765478424016,0.5745967741935484,0.7035957240038873,0.6939398868244266,211,285,20,513,4.6582494168542325,ocsvm_nu0_03_gamma30_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | train_id95,ocsvm_nu0_5_gamma30_0,"kernel=rbf, nu=0.5, gamma=30.0",0.9403973509933775,16,False,
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=30.0",train_id95,validation,Far-OOD,1676,496,1180,0.9976823059048661,0.9985557585604984,0.010080645161290322,0.0002961725404020399,0.8922495274102079,0.8054607508532423,1.0,1.0,0.5745967741935484,0.8299522673031027,0.7127016129032258,211,285,0,1180,4.6582494168542325,ocsvm_nu0_03_gamma30_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | train_id95,ocsvm_nu0_5_gamma30_0,"kernel=rbf, nu=0.5, gamma=30.0",0.9403973509933775,16,False,
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=30.0",train_id95,eval,Overall,8823,1984,6839,0.9533261633350472,0.9853666680224532,0.2550403225806452,0.0002961725404020399,0.9152017242540581,0.8484015984015985,0.9934200906565287,0.9934200906565287,0.6118951612903226,0.8573047716196305,0.6907624646831031,770,1214,45,6794,4.6582494168542325,ocsvm_nu0_03_gamma30_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | train_id95,ocsvm_nu0_5_gamma30_0,"kernel=rbf, nu=0.5, gamma=30.0",0.9403973509933775,16,False,5.975553666707128
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=30.0",train_id95,eval,Near-OOD,4122,1984,2138,0.8598726670237485,0.839069188023835,0.4959677419354839,0.0002961725404020399,0.7687786960514233,0.6328999092833384,0.9789522918615529,0.9789522918615529,0.6118951612903226,0.6945657447840854,0.6835285652856151,770,1214,45,2093,4.6582494168542325,ocsvm_nu0_03_gamma30_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | train_id95,ocsvm_nu0_5_gamma30_0,"kernel=rbf, nu=0.5, gamma=30.0",0.9403973509933775,16,False,5.975553666707128
experiment2_hyperparameter_sensitivity,Distance/support/density,One-Class SVM,negative_decision_function,"kernel=rbf, nu=0.03, gamma=30.0",train_id95,eval,Far-OOD,6685,1984,4701,0.9958285192409302,0.9970596383004464,0.010584677419354838,0.0002961725404020399,0.8856443104747551,0.7947590870667793,1.0,1.0,0.6118951612903226,0.818399401645475,0.6940524193548387,770,1214,0,4701,4.6582494168542325,ocsvm_nu0_03_gamma30_0,f1,Distance/support/density | One-Class SVM | negative_decision_function | train_id95,ocsvm_nu0_5_gamma30_0,"kernel=rbf, nu=0.5, gamma=30.0",0.9403973509933775,16,False,5.975553666707128
